SA2_MAINCODE_2016,Med_ag_pe_In_pe_hh_In_p,Me_ag_ps_N_In_ps_ot_hh,Med_age_psns_Tot,Me_p_in_wk_In_ps_hh_In_ps,Me_ps_in_wk_No_In_ps_ot_hh,Med_psnl_inc_wk_Tot,Me_hh_in_wk_In_ps_hh_In_ps,Me_hh_in_wk_No_In_ps_ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_In_ps_hh_In_ps,Me_mo_re_mt_No_In_ps_ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_In_ps_hh_Ind_psns,Me_re_wk_No_In_psns_oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_In_ps_hh_w_In_p,Av_Nu_ps_pe_be_No_In_ps_ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_In_ps_hh_wi_Ind_psns,Avg_hh_si_No_Ind_psn_othr_hhd,Avg_household_size_Tot,P_d_n_x_b_In_ps_hh_w_In_p,P_d_n_x_b_No_In_p_oth_hh,P_d_n_x_b_Tot
205021084,23,54,54,373,490,488,828,892,889,1733,1300,1300,207,225,225,1,0.7,0.7,2.9,2.2,2.2,8.1,1.5,1.6
205021085,31,54,53,364,461,458,698,772,769,1200,1000,1023,155,150,150,0.9,0.7,0.7,2.7,2.1,2.1,2.9,1.5,1.6
205021086,22,59,58,541,492,492,1036,911,914,1733,1200,1207,280,250,250,1,0.7,0.7,2.9,2.1,2.1,13.2,1,1.2
205031087,21,52,52,290,500,498,949,911,912,1050,1181,1170,200,185,185,1,0.7,0.7,3.1,2.2,2.2,0,1.3,1.3
205031088,11,57,56,0,414,412,0,472,477,0,493,493,0,150,150,0,0.7,0.7,0,1.9,1.9,0,0,0
205031089,21,45,45,409,542,540,1187,1075,1075,1127,1324,1323,240,220,220,0.9,0.8,0.8,3.3,2.5,2.5,15.8,2.2,2.4
205031090,27,45,44,417,566,565,1045,1130,1128,1324,1361,1361,240,230,230,0.9,0.8,0.8,2.9,2.4,2.4,0,1.7,1.7
205031091,26,50,50,533,529,529,987,946,947,1305,1400,1400,264,260,260,0.9,0.7,0.7,2.7,2.2,2.2,11.4,1.3,1.4
205031092,0,40,39,0,1499,1375,0,2249,2249,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0
205031093,18,50,50,362,497,496,1093,907,909,1733,1300,1300,238,240,240,0.9,0.7,0.7,3.1,2.2,2.2,7.9,1.4,1.5
205041094,22,42,42,407,558,556,1073,1272,1265,1300,1300,1300,200,200,200,0.9,0.8,0.8,3.3,2.5,2.5,0,1.7,1.8
205041095,24,44,44,377,486,484,813,873,872,1083,1083,1083,183,170,170,0.9,0.8,0.8,2.6,2.2,2.2,10.6,2,2.2
205041096,18,44,43,408,472,470,735,812,808,949,953,953,180,180,180,1,0.7,0.7,3,2.1,2.1,8.3,2.7,2.9
205041097,20,38,38,471,644,642,1166,1303,1300,1300,1356,1352,215,240,240,1,0.7,0.8,3.1,2.4,2.4,9.3,1.2,1.4
205041098,17,40,40,366,604,601,1399,1369,1370,1083,1300,1300,210,200,200,1.2,0.8,0.8,2.4,2.6,2.6,0,2,2.2
205051099,0,54,54,0,624,624,0,850,850,0,0,0,0,0,0,0,0.6,0.6,0,1,1,0,0,0
205051100,19,50,50,450,493,493,1083,941,943,1690,1213,1220,248,180,180,0.7,0.7,0.7,2.3,2.3,2.3,17.4,1.3,1.5
205051101,22,43,43,478,570,569,1287,1121,1125,1300,1250,1257,211,200,200,0.8,0.8,0.8,3,2.4,2.4,5.9,1.7,1.8
205051102,33,39,39,345,618,613,1062,1319,1314,888,1300,1300,134,150,150,1.1,0.8,0.8,3,2.5,2.5,0,1.9,2.1
205051103,20,40,40,421,608,605,1010,1167,1162,1430,1300,1300,200,240,240,0.9,0.7,0.7,2.8,2.3,2.3,7.6,1.5,1.6
205051104,29,52,52,350,486,484,1093,897,901,1395,1113,1124,220,176,176,1.1,0.7,0.7,3.3,2.1,2.2,17.9,1.5,1.7
206011105,27,33,33,532,825,823,1583,1726,1725,1792,2058,2058,466,401,401,1,1,1,2.4,2.2,2.2,9.4,4.8,4.9
206011106,33,32,32,900,906,906,1812,1722,1723,1525,2000,2000,400,400,400,1,1,1,2.2,2.2,2.2,0,4.9,4.9
206011107,28,34,34,624,743,742,1375,1416,1416,1600,2000,1982,348,321,321,1,1,1,2.3,2.2,2.2,7.8,5.3,5.3
206011108,26,36,35,669,674,674,1375,1638,1636,1502,2000,2000,370,370,370,0.9,0.9,1,2.5,2.6,2.6,12.2,5.5,5.5
206011109,25,38,38,1093,723,723,2437,1833,1840,2167,2000,2000,389,378,378,1.5,0.9,0.9,3.3,2.8,2.8,17.4,3.5,3.6
206021110,21,36,36,612,856,855,1437,1821,1818,2167,2000,2000,500,341,345,0.8,1,1,2.2,2.4,2.4,0,3.6,3.6
206021111,28,36,36,522,884,881,1821,1863,1862,2084,2167,2167,400,404,404,1.1,1,1,2.8,2.4,2.4,10,3.6,3.7
206021112,28,36,36,479,775,773,1199,1541,1537,2102,2000,2000,316,341,340,1.1,1,1,2.5,2.3,2.3,9.5,4.5,4.5
206031113,28,35,35,825,824,824,1292,1760,1757,3374,2167,2178,281,328,326,1.2,0.9,0.9,2.2,2.4,2.4,12.8,4,4.1
206031114,27,37,37,725,858,858,1541,1797,1795,2400,2167,2167,350,345,345,1,0.9,0.9,2.6,2.5,2.5,7.1,3.3,3.3
206031115,29,31,31,489,644,643,900,1268,1265,2067,1990,1990,315,300,300,0.8,1,1,2.1,2.2,2.2,0,8.5,8.5
206031116,28,37,37,749,861,860,2041,1859,1861,2113,2167,2167,400,365,366,0.9,0.9,0.9,2.8,2.4,2.4,0,3.2,3.2
206041117,25,24,24,458,337,338,1050,558,561,1900,1869,1869,321,380,380,1,1.1,1.1,1.9,1.9,1.9,0,11.5,11.5
206041118,33,30,30,1228,968,970,2749,1866,1868,0,2167,2167,535,501,501,1.3,1.2,1.2,2,2.1,2.1,0,12.5,12.5
206041119,34,38,38,850,1344,1341,1531,2295,2285,0,2200,2192,374,454,451,1.1,1,1,1.9,1.9,1.9,0,3.1,3.1
206041120,0,32,32,0,1062,1062,0,1792,1792,0,1991,1991,0,375,375,0,0.7,0.7,0,2,2,0,0,0
206041121,29,33,33,933,1012,1012,2291,1952,1956,1919,2019,2019,484,391,392,1.1,1,1,2.4,2.2,2.2,0,3.9,3.9
206041122,31,26,26,695,433,434,1437,976,977,1517,1700,1700,409,460,459,1.4,1.2,1.2,1.7,2,2,17.1,18.1,18.1
206041123,31,28,28,562,646,646,1428,1378,1379,0,2058,2058,411,400,400,1.1,1.1,1.1,2.3,2.1,2.1,21.2,9.3,9.4
206041124,20,26,26,178,440,437,1875,1609,1610,0,2009,2000,462,400,400,0.9,1,1,2.9,2.2,2.2,0,5.3,5.4
206041125,22,37,37,225,1223,1220,2624,2016,2018,0,2000,2000,438,420,420,0.9,1,1,1.7,1.9,1.9,0,3.3,3.3
206041126,30,30,30,956,981,981,2143,1855,1857,1850,2000,2000,505,512,512,1.2,1.1,1.1,1.9,1.9,1.9,11.8,8.4,8.4
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,38,40,40,762,1180,1180,1999,2186,2185,3571,2500,2500,450,500,500,0.8,1,1,1.7,2.1,2.1,0,3.2,3.2
206051129,31,35,35,900,1165,1164,1395,1896,1893,1900,2167,2167,371,390,390,0.9,1,1,1.9,2,2,0,2.5,2.5
206051130,36,40,40,880,1225,1223,2250,2190,2190,2500,2500,2500,322,496,496,1.2,0.9,0.9,2.3,2.1,2.1,11.6,2.1,2.2
206051131,0,33,33,0,1625,1625,0,1874,1874,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
206051132,29,37,37,412,1071,1068,774,1874,1868,0,2167,2167,220,441,438,1.1,1,1,2.1,2,2,0,3.4,3.4
206051133,33,34,34,809,1021,1020,1228,1628,1625,1600,2000,2000,320,375,375,1.1,1.1,1.1,1.7,1.8,1.8,9.5,4.5,4.5
206051134,30,33,33,634,982,981,1125,1639,1636,1788,2000,2000,360,360,360,1,1,1,1.8,2,2,0,4.6,4.6
206061135,30,37,37,849,1065,1064,1874,2009,2007,0,2400,2400,391,381,381,0.9,0.9,0.9,2,2.1,2.1,0,3.1,3
206061136,28,33,33,1023,1083,1083,1562,1842,1841,0,2167,2167,381,400,400,1.2,1,1,2.2,1.9,1.9,9.3,3.1,3.1
206061137,26,32,31,1111,1104,1104,1937,1768,1769,2600,2000,2000,392,410,410,1.2,1,1,2.1,1.8,1.8,10.4,4.3,4.3
206061138,29,45,45,933,1219,1217,2666,2310,2313,0,2500,2500,561,431,431,0.9,0.9,0.9,2.5,2.2,2.2,0,2.2,2.2
206071139,27,32,32,459,1070,1068,933,2005,2001,0,2142,2142,283,427,426,1.1,1.1,1.1,1.7,2.1,2.1,0,6,6
206071140,27,33,33,483,969,968,1249,1993,1991,0,2167,2167,531,490,490,1,0.9,0.9,2.3,2.3,2.3,0,4.2,4.2
206071141,26,32,32,575,973,969,959,1722,1712,0,2188,2180,245,400,400,1.2,1.1,1.1,2.4,2,2,13.5,6.2,6.3
206071142,32,33,33,875,925,925,1812,1714,1715,0,2269,2286,450,400,400,1,1,1,1.9,2.1,2.1,0,6,6.1
206071143,30,36,36,712,1003,1001,1541,1924,1920,3467,2167,2167,404,440,440,1,1,1,2.5,2.2,2.2,15.4,4.1,4.1
206071144,30,33,33,780,1103,1102,2091,2015,2015,3734,2200,2200,456,416,416,1.1,1,1,2.3,2.1,2.1,9.1,4.7,4.7
206071145,28,37,36,556,1069,1066,2250,2193,2193,3500,2291,2300,520,438,438,1,0.9,0.9,2.7,2.3,2.3,0,3,3
207011146,26,39,39,575,818,818,2749,2250,2251,0,2500,2500,137,400,400,1,0.9,0.9,3.3,2.9,2.9,0,2.8,2.9
207011147,23,43,43,433,724,723,1812,1737,1737,0,2500,2500,419,406,406,1.2,0.8,0.8,2.7,2.6,2.6,0,3,3
207011148,22,41,41,200,703,702,1624,1999,1996,0,2500,2500,346,481,481,0.8,0.8,0.8,2.7,3,3,0,2.6,2.6
207011149,25,41,41,574,855,854,2333,2212,2212,2145,2500,2500,438,440,440,0.9,0.9,0.9,3.1,2.7,2.7,21.7,2.4,2.5
207011150,33,39,39,1166,965,965,3124,2435,2438,3667,2503,2529,501,470,470,1,0.9,0.9,2.4,2.8,2.8,0,1.6,1.6
207011151,26,32,32,587,955,953,1625,1821,1821,0,2200,2200,381,371,371,1.1,1,1,2.5,2.2,2.2,12.9,5.1,5.1
207011152,27,34,34,466,972,971,1624,1952,1950,0,2300,2300,371,391,391,0.8,1,1,2.5,2.3,2.3,0,4.6,4.6
207011153,25,39,39,537,922,922,1958,2206,2205,2800,2500,2500,450,438,438,0.7,0.9,0.9,2.3,2.6,2.6,0,2.3,2.3
207011154,30,40,40,630,841,840,2124,2153,2152,0,2500,2500,412,429,429,1,0.9,0.9,2.3,2.8,2.8,0,2.4,2.3
207011155,28,42,42,350,912,910,2583,2340,2341,4983,2600,2600,0,420,416,0.8,0.8,0.8,3,2.8,2.8,0,1.8,1.8
207021156,17,45,44,687,604,604,1812,1501,1501,0,2000,2000,288,400,400,0.9,0.8,0.8,3.2,2.7,2.7,0,2,2
207021157,24,42,42,525,572,572,1042,1365,1364,1300,2000,2000,396,420,420,1,0.8,0.8,3.4,2.5,2.5,0,3,3
207021159,25,45,45,774,682,682,2250,1914,1916,2600,2167,2167,523,451,451,1,0.8,0.8,3.9,2.9,2.9,0,1.4,1.5
207021160,38,44,44,1062,636,636,2749,1594,1596,0,2066,2064,450,420,420,0.8,0.8,0.8,2.8,2.7,2.7,0,1.8,1.8
207021424,34,42,42,687,593,593,2250,1741,1743,2767,2100,2100,0,457,455,1.3,0.8,0.8,4,3,3,0,2.3,2.3
207021425,36,40,40,574,547,547,2083,1314,1316,0,2000,2000,420,401,401,0.8,0.8,0.8,3,2.6,2.6,0,3.2,3.2
207031161,29,39,39,575,709,709,1708,1693,1693,2141,2000,2000,425,381,381,1,0.9,0.9,3.2,2.7,2.7,0,2.7,2.7
207031162,33,42,42,537,612,612,1249,1517,1516,0,2000,2000,249,351,351,0.6,0.8,0.8,2.4,2.7,2.7,0,2.5,2.5
207031163,22,33,33,374,523,522,1312,1200,1200,1617,2000,2000,301,356,356,1,1,1,2.9,2.5,2.5,0,6.6,6.6
207031164,29,38,38,450,633,633,1374,1545,1544,0,2000,2000,380,391,391,0.8,0.9,0.9,2.7,2.7,2.7,0,3.6,3.6
207031165,27,29,29,407,417,417,899,1128,1126,2134,2000,2000,379,381,381,0.8,0.9,0.9,2.4,2.6,2.6,0,5.2,5.2
207031166,46,40,40,224,514,514,687,1374,1373,0,2000,2000,0,400,400,0.6,0.8,0.8,1.5,2.7,2.7,0,3.3,3.2
207031167,39,40,40,1562,869,870,2374,2146,2147,0,2300,2300,451,411,411,0,0.9,0.9,2,2.6,2.6,0,2.1,2.1
208011168,26,46,46,924,866,867,3624,2210,2213,4000,2600,2600,0,538,540,0.9,0.8,0.8,3.5,2.7,2.7,0,0.7,0.7
208011169,41,45,45,1062,1051,1051,2250,2409,2409,1834,3000,2992,414,522,521,0.9,0.8,0.8,2.3,2.5,2.5,0,1.2,1.2
208011170,27,43,43,780,856,856,2750,2178,2180,2850,2500,2500,595,508,508,0.9,0.8,0.8,3.3,2.7,2.7,0,1.3,1.3
208011171,41,40,40,899,809,809,2250,1723,1724,2917,2167,2167,323,365,365,1,0.9,0.9,2.5,2.5,2.5,0,2.2,2.2
208011172,27,42,42,350,821,819,725,2034,2031,2400,2500,2500,228,401,400,1,0.9,0.9,2.9,2.6,2.6,0,1.6,1.6
208011173,36,45,45,466,928,927,1375,2113,2111,2000,2500,2500,206,431,430,1,0.8,0.8,2.4,2.5,2.5,0,1.2,1.2
208021174,33,40,40,866,740,740,1125,1831,1830,0,2167,2167,369,430,430,0.8,0.9,0.9,1.9,2.7,2.7,0,3.1,3.1
208021176,28,34,34,725,729,729,1625,1477,1477,1810,2000,2000,369,358,358,1,1,1,2.1,2.3,2.3,0,5.7,5.7
208021177,25,34,34,762,873,872,1625,1923,1922,4036,2167,2167,425,400,400,1.1,0.9,0.9,2.2,2.5,2.5,0,4.2,4.2
208021178,27,41,41,725,835,835,1875,1911,1911,0,2300,2300,0,420,420,1,0.9,0.9,2.8,2.6,2.6,0,2.7,2.7
208021179,29,37,37,624,964,963,2750,1876,1877,0,2167,2167,411,380,380,0.7,0.9,0.9,1.9,2.4,2.4,0,3.1,3.1
208021180,19,35,35,225,699,699,2250,1687,1688,0,2000,2000,0,395,395,1.5,0.9,0.9,3,2.6,2.6,0,4.9,4.9
208021181,27,36,36,1149,778,778,2750,1654,1656,0,2000,2000,369,341,341,1,1,1,2,2.5,2.5,0,4.6,4.5
208021182,31,33,33,1374,752,753,2374,1552,1553,0,2000,2000,330,360,360,0.8,1,1,1.7,2.4,2.4,0,6.9,6.9
208021426,27,39,39,599,708,708,1792,1763,1763,1500,2132,2123,386,430,430,0.9,0.9,0.9,2.8,2.8,2.8,0,2.4,2.4
208021427,30,40,40,599,718,717,1875,1704,1705,2579,2120,2124,381,421,421,1,0.8,0.8,2.9,2.7,2.7,0,2.2,2.2
208031183,24,39,39,424,703,702,1875,2040,2039,0,2000,2000,0,452,452,1,0.9,0.9,4,3.1,3.2,0,1.9,1.9
208031184,0,26,29,0,924,900,0,949,900,0,0,0,0,357,357,0,1,1,0,1,1,0,0,0
208031185,22,43,43,700,755,754,2062,1544,1547,1798,1950,1950,400,360,360,0.8,0.8,0.8,3.2,2.4,2.4,0,1.4,1.4
208031186,31,41,40,604,757,756,1312,1377,1376,2334,1820,1828,297,324,323,1,0.8,0.8,2.4,2.2,2.2,0,2.2,2.2
208031187,24,40,40,537,675,674,1437,1516,1515,1663,1800,1800,266,341,340,0.8,0.8,0.8,3.4,2.7,2.7,0,1.8,1.8
208031188,28,40,40,456,709,708,1437,1466,1466,2167,2000,2000,385,370,370,1,0.9,0.9,2.9,2.4,2.4,10,2.5,2.6
208031189,33,40,40,420,792,790,1541,1791,1787,1993,2000,2000,286,371,370,0.9,0.8,0.8,2.6,2.6,2.6,12.2,1.6,1.7
208031190,28,41,41,725,784,784,1449,1522,1521,1990,2000,2000,391,350,350,1.1,0.9,0.9,3.1,2.3,2.3,0,2.5,2.5
208031191,25,39,39,537,702,701,1156,1572,1569,2400,2000,2000,320,389,388,1,0.9,0.9,2.6,2.6,2.6,0,3.2,3.2
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,25,40,40,935,806,807,1963,1697,1701,2234,2000,2000,363,350,350,1,0.9,0.9,2.7,2.5,2.5,0,2,2
208041194,28,37,37,687,1042,1041,2166,2075,2075,0,2500,2500,525,380,381,1,0.9,0.9,2.2,2.4,2.4,0,2.8,2.8
208041195,26,36,36,687,787,787,1875,1937,1937,2300,2400,2400,381,391,391,1,0.9,0.9,2.6,2.7,2.7,0,3.4,3.4
209011196,21,39,39,366,546,545,1343,1362,1362,1690,1733,1733,341,350,350,1.2,0.8,0.8,3.9,2.7,2.8,0,3,3
209011197,26,40,40,700,752,751,2075,1725,1727,1780,1900,1900,340,350,350,0.9,0.8,0.8,2.9,2.7,2.7,7.7,1.4,1.4
209011198,32,39,39,725,776,776,1042,1733,1731,1625,2106,2106,300,361,361,0.9,0.9,0.9,2.2,2.5,2.5,0,2.3,2.3
209011199,24,35,35,391,559,555,774,1204,1194,2080,1800,1800,217,300,300,1,0.9,0.9,2.8,2.4,2.4,8.3,6.4,6.4
209011200,26,39,39,575,875,874,1125,1933,1925,1500,2167,2167,346,375,375,0.9,0.9,0.9,2.6,2.5,2.5,0,2.4,2.4
209011201,31,44,44,425,949,948,2124,2417,2416,0,2500,2500,378,400,400,0.8,0.8,0.8,2,2.8,2.8,0,1.3,1.3
209011202,28,41,41,634,787,786,1624,1732,1731,1842,1950,1950,330,350,350,1,0.8,0.8,2.5,2.5,2.5,0,1.3,1.3
209011203,23,40,40,640,738,737,1399,1686,1684,1825,1950,1950,351,350,350,0.9,0.8,0.8,3,2.6,2.6,0,1.7,1.7
209011204,21,39,39,440,693,692,1166,1549,1545,2080,1800,1800,343,340,340,0.7,0.8,0.8,3.3,2.6,2.6,0,2,2.1
209021205,23,28,28,545,436,437,1687,1365,1367,0,1800,1800,381,340,340,0.9,0.9,0.9,2.9,2.9,2.9,0,6.9,6.9
209021207,26,36,36,428,539,537,946,1141,1138,1950,1700,1700,265,310,310,0.9,0.9,0.9,2.7,2.4,2.4,7.1,6.9,7
209021208,25,38,38,462,545,545,1187,1268,1268,2000,1800,1800,328,320,320,1,0.9,0.9,2.7,2.6,2.6,12,5.9,6
209021428,26,36,35,459,627,625,1275,1388,1386,2167,1950,1950,295,350,350,1,1,1,2.7,2.4,2.4,12.8,6.1,6.2
209021429,34,37,37,746,665,666,1708,1525,1529,1781,1950,1949,335,351,351,1,1,1,2.7,2.6,2.6,0,5.4,5.3
209031209,23,41,41,787,807,807,2374,2126,2127,2296,2000,2000,421,375,377,1,0.8,0.8,3.2,2.9,2.9,0,1.2,1.2
209031210,33,40,40,900,730,730,1625,1801,1799,2500,1842,1842,0,330,331,1.2,0.9,0.9,3.3,2.9,2.9,0,1.9,2.1
209031211,25,41,41,537,659,657,1800,1426,1434,1751,1600,1600,0,285,285,1,0.8,0.8,2.8,2.7,2.7,0,2.4,2.4
209031212,39,44,44,649,733,733,1687,1885,1881,0,1987,1993,0,210,210,1,0.9,0.9,2.5,2.9,2.9,0,2.8,2.8
209031213,26,40,40,700,784,784,2583,2180,2183,1513,2058,2058,369,400,400,1,0.8,0.8,3,3.1,3.1,0,1.3,1.3
209031214,47,41,41,725,843,842,1375,2297,2295,0,2167,2167,0,400,405,0.5,0.8,0.8,2.6,3,3,0,1.3,1.3
209031215,25,38,38,624,765,765,2083,2065,2066,2026,1950,1960,0,369,369,1,0.8,0.8,3.4,3,3,0,1.5,1.5
209041216,20,31,31,437,559,558,1562,1431,1432,1659,1950,1950,320,341,341,1.1,0.9,0.9,3.8,2.8,2.8,0,4,4
209041217,25,40,39,425,494,494,1374,1155,1156,2084,1677,1690,310,340,340,1.2,0.8,0.8,3.1,2.6,2.6,0,4.3,4.4
209041219,23,37,37,519,446,447,1124,1113,1112,1300,1679,1674,318,315,315,1.1,0.9,0.9,3.4,2.9,2.9,17.9,7.8,7.9
209041220,24,38,38,510,592,591,1300,1531,1528,1690,1600,1600,321,331,331,1,0.9,0.9,3.4,3,3,16.7,3.1,3.3
209041221,22,36,36,469,587,586,1199,1471,1469,1867,1610,1612,311,331,331,0.8,0.9,0.9,3.6,2.9,2.9,15.4,3.9,4
209041223,24,39,38,431,425,425,1333,1015,1017,1600,1517,1517,300,311,311,1.1,0.9,0.9,3,2.8,2.8,12.9,8.3,8.3
209041224,19,34,34,640,716,714,1524,1649,1647,1770,1733,1733,310,320,318,0.9,0.8,0.8,3.2,3,3,5.7,2.8,2.8
209041225,21,41,41,524,638,637,1536,1449,1452,1900,1733,1733,308,300,300,0.9,0.8,0.8,3.2,2.7,2.8,0,2.2,2.2
209041430,15,31,31,713,794,794,1761,1812,1811,1955,1963,1960,356,351,351,0.9,0.8,0.8,3.3,3.1,3.1,3.7,1,1.1
209041431,21,35,35,421,563,562,1140,1408,1403,1450,1600,1600,308,321,321,1,0.9,0.9,3.4,3,3,7.5,5.5,5.5
209041432,24,36,36,478,502,502,1354,1202,1205,1625,1500,1500,324,311,311,0.9,0.9,0.9,2.9,2.8,2.8,8.3,6.3,6.4
209041433,22,31,31,850,676,676,1542,1607,1606,1733,1893,1890,380,350,350,0.9,0.9,0.9,3.5,3.3,3.3,0,4.7,4.7
209041434,20,31,31,732,776,776,1726,1657,1659,1842,1900,1900,350,346,346,0.9,0.8,0.8,3.3,3,3,0,2.2,2.2
209041435,22,32,32,575,762,761,1474,1892,1889,1896,1972,1967,380,361,361,0.9,0.9,0.9,3.3,3.3,3.3,0,1.9,1.9
209041436,24,36,36,471,654,653,1649,1591,1592,1340,1733,1733,358,341,341,1,0.9,0.9,3,3,3,12.2,3.1,3.2
209041437,19,30,30,537,709,708,1437,1613,1612,0,2000,2000,331,346,346,1.1,0.9,0.9,3,3.2,3.2,0,3.7,3.7
210011226,28,40,40,749,682,683,1687,1372,1375,2084,1900,1900,327,350,350,0.8,0.8,0.8,2.1,2.4,2.3,0,2.6,2.6
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,27,44,44,699,644,644,2583,1522,1527,1367,1972,1959,351,350,351,1.1,0.8,0.8,3.4,2.7,2.7,0,1.7,1.7
210011229,26,43,43,560,572,572,1593,1410,1411,2492,2000,2000,378,350,350,0.9,0.8,0.8,2.5,2.7,2.7,0,2.7,2.7
210011230,31,39,39,1124,764,764,2750,1741,1747,2578,2000,2000,390,371,371,0.8,0.8,0.8,2.7,2.6,2.6,0,2.3,2.3
210011231,28,40,40,866,817,817,3100,2062,2069,1950,2167,2167,421,400,400,0.9,0.8,0.8,3.5,2.8,2.8,0,2,2.1
210021232,22,39,39,668,749,749,1416,1877,1869,2090,1993,1993,339,351,351,0.8,0.8,0.8,2.8,2.9,2.9,0,1.1,1.1
210021233,41,44,44,574,798,796,725,1944,1932,0,2000,2000,370,340,343,1.4,0.8,0.8,3.5,2.7,2.7,0,0.9,1
210021234,28,42,42,824,750,750,1458,1833,1830,2085,1796,1799,335,330,330,0.7,0.8,0.8,2.3,2.8,2.8,0,1.7,1.7
210021235,22,42,42,437,670,668,1916,1574,1579,1667,1733,1733,353,295,295,0.9,0.8,0.8,3.4,2.7,2.8,0,2.1,2.2
210031236,31,37,37,479,641,639,1024,1515,1503,2000,2000,2000,313,349,346,0.8,0.9,0.9,2.5,2.5,2.5,0,4.9,5
210031237,19,34,34,324,451,451,1062,1088,1088,2223,1733,1733,175,330,330,0.9,1,1,2.3,2.9,2.9,17.4,10.4,10.4
210031239,27,35,35,821,738,738,1671,1543,1545,2050,1950,1950,355,350,350,1.1,0.9,0.9,2.6,2.5,2.5,13.9,4.3,4.4
210031438,26,34,34,483,540,540,833,1258,1254,1613,1733,1733,210,328,326,0.9,0.9,0.9,2.4,2.6,2.6,6.2,8,8
210031439,17,37,37,0,801,802,2324,1779,1779,0,1908,1920,0,380,380,1,0.8,0.8,2,2.7,2.7,0,1.2,1.2
210031440,29,38,38,274,486,484,1031,1132,1129,1934,1625,1638,144,315,315,0.7,0.9,0.9,2,2.6,2.6,0,5.6,5.5
210041240,24,39,39,543,690,689,1575,1711,1708,1659,1603,1603,311,315,315,0.9,0.8,0.8,3.3,2.9,2.9,0,1.7,1.7
210041241,25,37,37,681,698,698,1551,1509,1510,1517,1600,1600,310,316,315,0.9,0.8,0.8,3.2,2.6,2.6,9.2,2,2.1
210051242,20,32,31,377,404,404,752,916,913,1300,1300,1300,205,296,295,1.1,1,1,2.9,2.9,2.9,25,13.3,13.4
210051243,26,33,33,494,376,377,1125,926,927,1300,1384,1380,262,290,290,0.9,1,1,3.2,3.2,3.2,23.5,14.1,14.2
210051245,27,41,41,593,588,588,1766,1384,1386,1800,1703,1710,300,329,327,1,0.8,0.8,3.4,2.7,2.7,13.3,3.3,3.3
210051246,21,35,35,624,669,668,2349,2017,2020,2000,2000,2000,406,390,390,1.1,0.9,0.9,3.8,3.3,3.4,0,2.6,2.7
210051247,21,31,31,372,375,375,1104,1044,1044,1084,1300,1300,209,300,300,1,1.1,1.1,3,3.4,3.4,10.3,13.3,13.2
210051248,0,36,36,0,939,919,0,2250,2250,0,2500,2500,0,0,0,0,0.5,0.5,0,2.6,2.6,0,0,0
210051249,22,29,29,525,404,404,1625,1357,1358,1733,1650,1650,292,346,346,1,1.1,1.1,3.8,3.8,3.8,15.8,10.6,10.6
210051250,26,38,38,762,620,621,1156,1194,1194,0,1538,1538,341,316,316,0.7,0.8,0.8,2.4,2.3,2.3,0,3.8,3.9
210051441,22,33,33,477,563,562,1375,1350,1350,1459,1500,1500,311,320,320,1,0.9,0.9,3.4,3.1,3.1,14.8,7,7.2
210051442,22,29,29,703,675,675,2031,1668,1669,1777,1820,1820,322,340,340,1,1,1,3.4,3.5,3.5,0,6.8,6.7
210051443,19,31,31,462,580,579,1375,1492,1489,1950,1733,1733,334,330,330,1,0.9,0.9,3.4,3.3,3.3,8.1,6.4,6.4
210051444,21,29,29,537,652,652,1350,1512,1510,1722,1850,1850,346,345,345,1,1,1,3.5,3.3,3.3,0,6.6,6.6
210051445,20,31,31,612,768,767,2250,1812,1816,2100,1906,1907,0,343,350,0.9,0.8,0.8,3.4,3.1,3.1,0,3.4,3.3
211011251,22,38,38,665,640,640,1374,1301,1301,1800,1650,1650,341,331,331,0.8,0.8,0.8,2.9,2.5,2.5,10.6,3.1,3.2
211011254,18,38,38,525,643,642,1562,1589,1589,2145,1800,1800,395,376,376,1.1,0.8,0.8,3.2,2.8,2.8,0,2.4,2.4
211011255,24,39,39,624,762,762,3125,2333,2337,4200,2000,2000,0,387,386,1,0.8,0.8,4,3.3,3.3,0,1.2,1.2
211011256,20,38,38,425,689,688,1781,1763,1763,1300,1733,1733,400,390,390,1,0.8,0.8,3.4,2.9,2.9,0,2.2,2.2
211011257,19,38,38,537,698,697,1083,1926,1922,1280,2000,2000,296,400,400,0.7,0.9,0.9,2.3,3.1,3.1,0,1.6,1.6
211011258,13,39,39,1042,723,724,2187,2053,2054,1200,1900,1900,0,425,425,1.2,0.8,0.8,5,3.1,3.1,0,1.3,1.3
211011259,22,42,42,593,636,636,1875,1573,1574,1975,1800,1800,400,376,376,1,0.8,0.8,3.8,2.8,2.8,0,2.3,2.3
