SA2_MAINCODE_2016,Med_ag_pe_In_pe_hh_In_p,Me_ag_ps_N_In_ps_ot_hh,Med_age_psns_Tot,Me_p_in_wk_In_ps_hh_In_ps,Me_ps_in_wk_No_In_ps_ot_hh,Med_psnl_inc_wk_Tot,Me_hh_in_wk_In_ps_hh_In_ps,Me_hh_in_wk_No_In_ps_ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_In_ps_hh_In_ps,Me_mo_re_mt_No_In_ps_ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_In_ps_hh_Ind_psns,Me_re_wk_No_In_psns_oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_In_ps_hh_w_In_p,Av_Nu_ps_pe_be_No_In_ps_ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_In_ps_hh_wi_Ind_psns,Avg_hh_si_No_Ind_psn_othr_hhd,Avg_household_size_Tot,P_d_n_x_b_In_ps_hh_w_In_p,P_d_n_x_b_No_In_p_oth_hh,P_d_n_x_b_Tot
305041134,29,37,37,466,1025,1018,1718,2553,2542,1467,2600,2600,500,455,455,0.7,0.8,0.8,2.3,2.8,2.8,0,1.7,1.8
305041135,32,32,32,837,1067,1065,2049,2192,2190,2220,2400,2400,425,450,450,1,0.9,0.9,2.6,2.4,2.4,9.4,2.8,2.9
305041136,35,32,32,668,956,953,2312,2005,2011,2450,2488,2488,495,400,400,0.9,0.9,0.9,2.6,2.4,2.4,0,2.5,2.5
305041137,26,29,29,637,782,781,1361,1700,1694,1817,2058,2050,395,400,400,1,0.9,0.9,2.2,2.3,2.3,0,3.4,3.5
306011138,23,38,38,659,846,835,2033,1899,1908,1767,1800,1800,390,400,400,0.9,0.8,0.8,3.4,2.8,2.8,7.9,1.6,1.9
306011139,22,43,43,654,727,726,1487,1444,1446,1945,1733,1733,353,350,350,0.9,0.8,0.8,3,2.4,2.5,8.7,1.3,1.5
306011140,25,41,41,762,858,856,1390,1590,1577,1733,1700,1700,278,310,300,0.9,0.8,0.8,2.6,2.4,2.4,13.8,2,2.5
306011141,19,36,36,603,847,837,1860,1872,1871,1851,1871,1866,355,375,375,1,0.8,0.8,3.5,2.9,2.9,6.2,1.5,1.7
306011142,23,36,36,580,754,749,1403,1544,1536,1950,1835,1842,340,360,360,1,0.8,0.8,3.1,2.5,2.5,7.5,1.3,1.6
306011143,26,45,44,525,693,683,1151,1113,1117,1706,1495,1500,270,270,270,0.9,0.8,0.8,2.6,2,2.1,6.9,2.2,2.5
306021144,17,32,30,539,728,712,1279,1637,1594,1814,1690,1695,320,350,345,1,0.8,0.8,3.7,2.9,3,10.5,2.9,3.9
306021145,29,36,35,401,715,693,778,1204,1176,1690,1500,1517,220,300,300,1.1,0.9,0.9,2.2,1.9,2,15.8,4.9,5.7
306021146,23,43,41,463,694,675,1033,1287,1266,1603,1600,1600,250,310,300,1.1,0.8,0.8,3.1,2.4,2.4,14.4,1.7,2.7
306021147,17,34,32,512,686,666,1175,1358,1331,1647,1603,1603,305,310,310,1.1,0.8,0.8,3.7,2.7,2.9,11.4,3.1,4.3
306021148,17,40,38,431,712,687,1068,1454,1413,1733,1727,1733,250,280,275,1.1,0.8,0.8,3.5,2.6,2.8,15.4,2.5,3.9
306021149,21,39,38,474,725,700,1166,1483,1457,1430,1733,1733,300,320,310,1.1,0.8,0.8,3.5,2.6,2.7,15.4,2.8,4
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,23,38,34,453,590,552,808,920,894,1556,1192,1200,230,250,240,1.3,0.9,1,3,2,2.2,24.2,5.7,9.6
306021152,25,40,37,429,549,513,815,895,882,1429,1300,1300,218,230,230,1.2,0.9,1,2.6,2,2.1,18.3,7,8.8
306021153,18,37,36,582,753,742,1404,1570,1554,1636,1649,1647,340,350,350,1,0.8,0.8,3.6,2.7,2.8,9.1,1.6,2.2
306021154,28,40,38,436,579,550,769,965,941,1838,1400,1400,200,255,250,1.1,1,1,2.6,1.9,2,18.3,5.8,7.6
306021155,20,39,36,502,645,627,1209,1239,1234,1733,1400,1408,270,320,310,1.1,0.8,0.8,3.3,2.4,2.6,15.6,3,5
306021156,22,43,42,532,768,757,1199,1415,1398,1603,1700,1700,290,285,285,1,0.8,0.8,3.2,2.3,2.4,9.8,2.3,2.7
306021157,22,40,37,468,601,577,868,1012,979,1326,1443,1430,221,240,235,1.2,0.9,0.9,2.9,2.2,2.3,22.6,5.2,8.1
306031158,33,48,47,438,614,598,1017,1155,1141,1245,1313,1300,220,200,200,1,0.8,0.8,2.8,2.3,2.4,10.6,2.2,2.9
306031159,22,45,41,433,543,521,985,985,985,1200,1300,1300,230,215,220,1.1,0.8,0.8,3.3,2.2,2.4,16.3,3.1,5.2
306031160,22,46,45,442,596,588,1172,1116,1120,1284,1300,1300,240,230,230,1,0.8,0.8,3,2.4,2.4,10.2,2.5,3
306031161,24,46,45,441,593,582,988,1084,1075,1300,1350,1343,230,250,250,1.1,0.8,0.8,3.2,2.3,2.3,15.7,3.3,4.3
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,22,32,23,284,1018,288,1115,2624,1129,0,0,0,140,46,130,1.6,0.9,1.6,4.9,1.7,4.8,47.1,0,45.5
306041164,27,46,44,456,620,596,949,1080,1062,1600,1517,1517,200,250,230,1.1,0.8,0.9,2.9,2.2,2.3,13.2,2.8,4.1
306041165,21,43,42,533,758,754,1152,1291,1284,2067,1733,1733,300,315,315,1,0.8,0.8,3.2,2.2,2.2,9.1,3.3,3.4
306051166,21,47,45,435,561,549,976,1031,1027,1647,1500,1500,250,250,250,1,0.7,0.8,3.1,2.3,2.3,11.6,1.8,2.6
306051167,22,50,48,379,450,444,847,783,787,1300,1083,1083,201,200,200,1.1,0.9,0.9,3.4,2.2,2.3,10.5,4.6,5.3
306051168,23,48,45,362,562,530,1008,1137,1125,1300,1650,1647,181,250,225,1.2,0.9,0.9,3.5,2.4,2.5,22.7,4.4,6.1
306051169,21,50,49,379,558,552,1012,1056,1054,1571,1430,1440,250,220,225,1,0.8,0.8,2.9,2.3,2.4,11.2,2.3,2.7
306051170,24,43,41,394,583,555,977,1051,1041,1300,1489,1465,225,250,250,1.2,0.8,0.8,3.3,2.4,2.5,17.2,2.5,4.2
307011171,25,42,40,477,702,662,944,1291,1230,1213,1116,1161,180,122,150,0.9,0.8,0.8,2.9,2.4,2.5,6,1.8,2.6
307011172,19,36,35,418,657,643,1039,1358,1332,1559,1668,1650,220,200,200,0.9,0.7,0.8,3,2.5,2.6,5.3,1.6,1.9
307011173,18,38,36,477,745,730,1048,1423,1391,1517,1524,1517,250,245,250,1,0.8,0.8,3.2,2.5,2.5,8.3,2.1,2.5
307011174,26,45,44,355,551,537,850,1045,1031,722,867,867,150,100,110,0.9,0.7,0.8,2.8,2.3,2.3,5.5,1.5,1.7
307011175,21,39,38,524,723,718,1020,1241,1230,1409,1094,1103,200,161,170,0.9,0.7,0.7,2.6,2.4,2.4,0,1.1,1.2
307011176,22,33,33,525,848,818,1141,1542,1509,1300,1517,1517,225,250,250,0.9,0.7,0.7,3,2.4,2.4,4,1.3,1.6
307011177,28,43,42,497,656,646,1132,1212,1204,1300,1100,1100,180,100,100,0.9,0.8,0.8,2.9,2.5,2.5,10.8,1.9,2.6
307011178,23,46,45,404,461,457,782,850,841,650,867,867,185,100,120,1,0.8,0.9,2.8,2.3,2.3,9.1,4.3,4.8
307021179,24,48,47,444,482,481,991,955,956,1300,1300,1300,230,200,200,0.9,0.8,0.8,3,2.4,2.4,4.7,2.9,2.9
307021180,18,41,39,459,653,639,1133,1233,1227,1400,1300,1300,250,250,250,1,0.8,0.8,3.5,2.6,2.6,10.6,2.4,3
307021181,20,47,45,505,587,581,1149,1114,1117,1192,1083,1083,200,180,180,0.9,0.8,0.8,3.3,2.4,2.4,6.7,2.4,2.7
307021182,16,43,42,537,612,611,1375,1287,1293,1800,1517,1517,250,240,245,1.1,0.8,0.8,3.4,2.6,2.6,6.6,1.8,2
307021183,18,38,37,435,654,638,1094,1277,1259,1408,1400,1400,230,230,230,1,0.8,0.8,3.2,2.5,2.6,7.1,1.9,2.3
307031184,20,45,45,436,556,552,914,1154,1141,1421,1300,1300,220,215,220,1,0.8,0.8,2.8,2.5,2.5,10.5,2.5,2.8
307031185,21,48,47,512,512,512,1018,1027,1027,1300,1300,1300,220,193,200,1,0.8,0.8,3.1,2.5,2.5,0,1.9,2
307031186,25,50,49,425,483,481,911,961,959,981,1278,1235,225,200,200,0.9,0.8,0.8,2.7,2.4,2.4,9.7,2.6,3
307031187,19,49,48,420,495,493,908,870,872,1170,1192,1181,250,225,230,0.9,0.7,0.7,3.2,2.2,2.2,7.3,1.6,1.8
307031188,21,47,47,378,483,480,974,970,970,1195,1227,1220,180,195,195,1,0.8,0.8,3.2,2.4,2.5,0,2.9,2.8
307031189,17,43,41,430,545,538,1002,1007,1007,1314,1300,1300,250,245,245,1,0.7,0.7,3.4,2.3,2.4,11.2,1.7,2.3
308011190,22,32,31,372,1016,835,918,2067,1914,1300,1517,1517,120,100,120,1.1,0.8,0.8,3.3,2.6,2.7,18,1.8,4.8
308011191,17,39,39,568,712,708,1468,1403,1404,1105,1500,1500,141,18,23,1.2,0.9,0.9,3.2,2.5,2.5,9.8,3.1,3.4
308011192,21,31,31,587,885,873,1469,1901,1884,1863,2000,2000,238,230,230,0.9,0.8,0.8,3.2,2.7,2.8,4.7,1.6,1.8
308031205,23,36,35,470,558,549,1069,1008,1016,1365,1300,1300,250,250,250,1,0.8,0.8,2.8,2.3,2.3,9,4,4.5
308031206,15,45,44,562,630,627,1125,1320,1306,1517,1733,1701,250,200,200,1.1,0.8,0.9,3.9,2.5,2.6,11.4,2.7,3.3
308031207,19,47,45,450,562,557,992,1027,1024,2080,1777,1800,305,300,300,0.8,0.8,0.8,3,2.3,2.3,0,2.3,2.3
308031208,18,38,36,456,714,704,1211,1462,1451,1820,1625,1638,280,280,280,1,0.8,0.8,3.4,2.5,2.6,5.2,1.8,2
308031209,27,39,38,560,772,768,2299,2041,2048,1950,2000,2000,285,320,310,1,0.8,0.8,3.6,3,3,0,1.6,1.7
308031210,16,31,30,497,686,673,1235,1442,1422,1820,1733,1733,300,300,300,1,0.8,0.8,3.5,2.7,2.8,4.4,1.2,1.5
308031211,18,35,34,460,627,613,1148,1190,1184,1376,1387,1387,250,250,250,1.1,0.8,0.9,3.3,2.5,2.6,13.2,3.8,4.9
308031212,27,52,50,403,448,443,853,743,753,867,886,880,180,170,175,1.1,0.8,0.8,2.8,2,2.1,8.8,2.5,3.4
308031213,18,36,35,460,725,712,1269,1565,1525,2000,1800,1800,269,300,295,1,0.7,0.8,3.6,2.6,2.7,7.1,1.5,1.9
308031214,20,38,37,398,595,583,1162,1097,1105,1387,1307,1335,240,250,250,1.1,0.8,0.8,3.3,2.3,2.4,12.7,2.8,3.6
308031215,17,36,34,439,686,671,1199,1377,1366,1717,1603,1625,260,285,280,1.1,0.8,0.8,3.6,2.6,2.6,6.3,2.5,2.8
308031216,22,41,39,461,638,621,1125,1216,1207,1473,1408,1408,240,260,250,1,0.8,0.8,3,2.3,2.3,12.4,2.1,3
308031217,30,44,43,360,496,486,890,892,892,1083,1127,1127,225,220,220,1,0.8,0.8,2.8,2.1,2.1,10.4,3.6,4.4
308031218,37,46,45,417,578,573,1350,1299,1302,1874,1733,1733,280,230,230,0.8,0.9,0.9,3.1,2.6,2.6,0,4.6,4.6
308031219,18,45,45,274,549,542,1600,1202,1212,1604,1733,1733,255,180,185,0.9,0.9,0.9,3.1,2.6,2.6,11.1,4.7,4.9
308031220,18,42,42,556,664,662,2100,1450,1467,1809,1733,1733,300,150,150,1.1,0.8,0.9,3.8,2.7,2.7,13.9,3,3.4
308031221,0,68,68,0,364,364,0,687,687,0,0,0,0,0,0,0,0.8,0.8,0,1.6,1.6,0,0,0
308031222,20,38,37,374,626,610,1009,1367,1338,1354,1560,1560,250,250,250,1,0.8,0.8,2.7,2.3,2.3,8.5,1.7,2.2
308031223,19,43,42,417,646,635,1174,1302,1293,1924,1900,1900,300,310,305,0.9,0.8,0.8,3,2.4,2.4,6.3,1.5,1.8
308041528,24,41,40,452,687,677,1395,1417,1416,1733,1330,1394,169,120,125,0.9,0.8,0.8,2.9,2.5,2.5,6.3,1.9,2.2
308041529,25,34,34,433,773,763,1140,1850,1820,1575,1592,1592,205,260,250,0.9,0.8,0.8,2.8,2.6,2.6,3.5,2.8,2.8
308051530,27,49,49,392,454,452,810,907,902,1733,1433,1500,245,240,240,1,0.8,0.9,2.9,2.2,2.3,12.5,3,3.4
308051531,18,37,36,503,753,742,1735,1959,1947,2167,2015,2058,280,280,280,1,0.8,0.8,3.4,2.7,2.7,4.1,1.2,1.3
308051532,0,66,66,0,430,430,0,525,525,0,0,0,0,0,0,0,1.1,1.1,0,1.6,1.6,0,0,0
308051533,19,31,30,445,776,761,1416,1901,1868,2072,2000,2000,244,250,250,0.9,0.8,0.8,3.1,2.7,2.7,3,1.1,1.2
308051534,25,38,37,452,681,668,949,1243,1224,1733,1738,1736,200,200,200,0.8,0.8,0.8,2.5,2.1,2.1,4.4,2.4,2.5
308051535,18,37,36,482,726,719,1812,1759,1762,2167,2167,2167,240,240,240,0.9,0.8,0.8,3.5,2.8,2.8,4,2.1,2.2
308051536,19,35,35,487,727,714,1713,1657,1662,1733,1738,1733,250,250,250,0.9,0.7,0.7,3.3,2.6,2.7,0,1.3,1.4
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,20,32,31,506,783,766,1416,1932,1896,1842,1996,1987,250,260,260,0.9,0.7,0.7,3.2,2.8,2.8,5.1,0.8,1.1
308051539,23,38,38,434,629,613,1012,1277,1257,1912,1733,1733,200,200,200,0.9,0.7,0.7,2.8,2.2,2.3,6.6,1.7,2
309011224,24,43,43,491,746,744,2166,1695,1700,2800,2167,2167,600,500,500,1.1,0.8,0.8,3.9,2.6,2.6,0,1.7,1.7
309011225,34,43,43,693,715,715,1542,1318,1323,1600,1846,1842,375,390,390,1,0.9,0.9,2.3,2.1,2.1,6,2.9,3
309011226,24,41,41,599,662,662,1854,1393,1399,2167,1900,1900,390,410,410,1,0.8,0.8,3,2.6,2.6,8.4,1.9,2
309011227,26,37,37,698,805,803,1612,1341,1347,2037,1733,1733,350,365,365,1,0.9,0.9,2.2,2,2,10,4.5,4.6
309011228,22,41,41,780,666,667,1833,1323,1330,2383,1950,1950,415,360,365,1,0.8,0.8,2.9,2.5,2.5,7.9,2.9,3
309011229,31,37,37,537,765,761,1937,1383,1390,1950,1820,1829,360,370,370,1,0.9,0.9,2.8,2.2,2.2,12,2.7,2.9
309021230,36,50,50,482,626,622,1042,1017,1018,1350,1603,1603,306,330,330,0.9,0.9,0.9,2,1.8,1.8,7.8,3.6,3.7
309021231,25,43,42,581,690,688,1325,1298,1300,1807,1733,1733,375,370,370,1,0.8,0.8,2.9,2.3,2.3,5.9,2.7,2.8
309021232,22,43,43,486,618,615,1375,1321,1323,1950,1958,1950,320,385,380,1.1,0.8,0.8,3.4,2.6,2.6,4.8,1.7,1.8
309021233,19,43,42,535,611,609,1699,1415,1419,2167,1950,1950,410,420,420,1,0.8,0.8,3.4,2.7,2.7,6.3,1.8,1.9
309021234,24,40,40,537,689,685,1182,1229,1228,2102,1893,1900,335,340,340,1,0.8,0.9,2.6,2.3,2.3,6.1,3.4,3.4
309031235,22,41,40,491,617,615,1687,1399,1408,2297,1800,1800,440,400,400,0.9,0.8,0.8,3.4,2.7,2.7,5.5,2.4,2.5
309031236,27,40,39,464,633,630,1125,1156,1156,1625,1733,1733,373,365,365,1.1,0.9,0.9,2.5,2.2,2.2,10.7,4.2,4.3
309031237,25,48,47,454,533,532,1240,931,941,2000,1672,1690,380,365,365,1.1,0.8,0.8,2.8,2.2,2.2,10.1,2.2,2.5
309031238,24,41,41,481,561,559,947,1015,1012,1576,1517,1517,330,330,330,1,0.9,0.9,2.6,2.1,2.1,11.7,3.6,3.9
309031239,33,50,49,767,728,729,1937,1489,1494,1875,2167,2167,525,400,410,0.8,0.7,0.7,2.8,2.3,2.3,0,1.4,1.4
309031240,23,52,52,575,658,657,1478,1257,1261,2112,2000,2000,365,380,380,1,0.8,0.8,3.1,2.2,2.2,11.1,1.6,1.8
309041241,28,44,44,585,699,698,2150,1450,1459,1928,1775,1800,250,325,320,1,0.8,0.8,3.5,2.6,2.6,0,2.8,2.9
309041242,18,46,45,510,621,620,1946,1395,1405,1980,1842,1842,370,370,370,1,0.8,0.8,3.6,2.6,2.6,0,2,2
309051243,19,44,43,408,656,653,2360,1814,1836,2600,2167,2167,500,385,395,1,0.8,0.9,4.1,3.1,3.1,8.5,2.7,2.9
309051244,21,39,38,575,685,684,1802,1678,1681,2167,1993,2000,380,430,425,1,0.8,0.8,3.7,3,3,8.6,1.8,2
309051245,19,35,35,700,743,743,1687,1820,1817,2167,2138,2145,460,385,385,1,0.8,0.8,3.5,3,3,0,1.8,1.9
309061246,23,42,42,594,685,683,1465,1381,1383,2167,1818,1820,368,380,380,1,0.8,0.8,3,2.5,2.5,6.7,2.4,2.5
309061247,26,39,39,493,634,632,1468,1393,1395,2000,1800,1800,340,375,370,1,0.8,0.8,3.3,2.7,2.8,9.3,2.7,2.9
309061248,24,40,39,485,611,608,1375,1273,1276,1733,1748,1744,358,360,360,1,0.8,0.8,3.3,2.6,2.6,8.6,2.6,2.8
309061249,19,32,32,520,718,716,1800,1810,1810,2072,2000,2000,430,420,420,1,0.8,0.8,3.9,3.2,3.2,7.7,2.3,2.4
309061250,23,43,43,514,666,664,2143,1842,1848,2600,2167,2167,485,450,453,0.9,0.8,0.8,3.4,3,3,8.3,2.4,2.5
309071251,18,28,28,615,750,746,1360,1728,1711,2383,2101,2102,400,400,400,1,0.8,0.8,3.5,3.1,3.1,4.6,2.2,2.3
309071252,24,42,41,575,670,669,1555,1645,1642,1950,2000,2000,400,420,420,0.9,0.8,0.8,3.2,2.8,2.8,8.1,1.7,1.8
309071253,30,48,48,743,766,766,1674,1761,1759,1161,2167,2167,420,475,470,0.8,0.7,0.7,2.5,2.4,2.4,0,1.4,1.4
309071254,24,45,44,550,688,686,1674,1496,1508,1950,1820,1824,370,340,350,0.9,0.8,0.8,2.6,2.6,2.6,9.3,2.1,2.4
309071255,19,33,32,486,768,764,1702,1868,1862,2184,2071,2080,420,420,420,0.9,0.8,0.8,3.8,3.1,3.1,6,1.8,1.9
309071256,24,35,35,630,715,714,1766,1674,1677,2100,1950,1950,400,410,410,1,0.8,0.8,3.4,2.9,2.9,7.4,1.9,2
309071257,19,27,27,622,755,751,1361,1608,1591,2034,2000,2000,410,410,410,0.9,0.8,0.8,3.4,3,3,6.9,1.9,2.1
309071258,18,31,31,612,737,734,1761,1779,1779,2006,2058,2058,410,420,420,1,0.8,0.8,3.9,3.2,3.2,5.7,2.2,2.3
309081259,30,50,50,437,636,634,2208,1373,1373,0,2084,2084,530,450,450,0.9,0.7,0.7,3.3,2.4,2.5,0,0.8,0.8
309081260,25,37,37,662,679,679,1562,1381,1385,2195,1733,1733,380,395,395,0.8,0.8,0.8,2.9,2.6,2.6,0,2.4,2.5
309081261,23,39,39,542,644,642,1625,1481,1483,2000,1900,1900,470,460,460,1,0.8,0.8,3.2,2.6,2.6,8.8,1.9,2
309081262,21,34,34,585,652,651,1542,1357,1363,1733,1850,1850,433,430,430,1,0.9,0.9,3.2,2.6,2.6,10.9,3.5,3.6
309091263,20,43,42,450,636,634,1424,1333,1334,1950,1850,1855,410,400,400,0.9,0.8,0.8,3.3,2.5,2.5,5.4,2.4,2.5
309091264,19,36,36,556,594,592,1778,1462,1468,2342,1842,1855,430,390,390,1,0.8,0.8,3.7,2.9,3,7.5,2.8,3
309091265,24,35,35,481,616,613,1604,1689,1686,1800,1777,1783,480,450,450,1,0.8,0.8,3.4,3,3,12.3,3,3.3
309091540,25,34,34,515,513,513,1062,969,971,1343,1517,1517,333,340,340,1.2,1,1,2.5,2,2,12.5,7.6,7.7
309091541,22,39,39,476,576,574,1075,1125,1124,2167,1733,1733,350,380,380,1,0.9,0.9,2.8,2.3,2.3,9,4.9,5
309101267,25,43,43,683,672,672,2225,1625,1634,2000,2058,2058,440,500,500,1,0.8,0.8,3.7,2.7,2.8,0,1.6,1.6
309101268,23,42,42,687,750,750,1875,1650,1652,1800,2200,2194,420,400,400,1,0.7,0.8,3,2.6,2.6,0,1.7,1.7
309101269,37,51,51,725,871,869,1416,1537,1534,2383,2000,2000,405,448,443,0.8,0.9,0.9,2.1,1.8,1.9,0,2.9,2.9
309101270,29,37,37,635,637,637,1226,1134,1136,1604,1712,1700,358,355,355,1.1,1,1,2.2,2,2,15.6,8,8.1
310011271,24,33,32,450,588,586,1093,1372,1365,1712,1670,1672,315,350,345,0.9,0.9,0.9,3,2.8,2.8,0,6.2,6.2
310011272,23,36,36,548,530,530,1350,1144,1152,1613,1733,1733,330,340,340,1,0.9,0.9,3.1,2.7,2.7,8.5,5.5,5.6
310011273,18,34,34,556,730,728,1536,1687,1683,1882,1750,1759,375,365,365,0.9,0.8,0.8,3.6,2.9,2.9,9.3,2.6,2.7
310011274,24,32,32,401,417,416,773,940,929,1440,1473,1473,200,280,277,1,1,1,2.8,2.9,2.9,11.1,10.7,10.8
310011275,20,34,34,771,786,786,1895,1805,1808,2000,2000,2000,360,395,390,0.9,0.8,0.8,2.9,2.7,2.7,0,2.5,2.5
310011276,29,33,33,342,444,434,796,1034,1001,1040,1305,1300,208,288,280,1.1,0.9,0.9,3.5,2.8,2.9,14.9,8.9,9.6
310021277,19,45,45,509,570,569,1325,1184,1189,1517,1517,1517,250,250,250,1,0.8,0.8,3.4,2.5,2.6,6.3,2.2,2.3
310021278,25,52,52,410,445,444,982,855,859,1000,1300,1300,225,225,225,0.8,0.8,0.8,2.7,2.3,2.3,10.1,1.9,2.2
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,21,41,40,408,514,508,1233,1149,1154,1473,1517,1517,295,290,290,1,0.8,0.8,3.6,2.6,2.7,8.1,2.5,2.8
310021281,18,40,39,414,551,545,1203,1201,1202,1625,1560,1560,291,290,290,1,0.8,0.8,3.7,2.7,2.7,9.7,2.3,2.7
310021282,21,41,41,475,628,622,1327,1357,1355,1489,1575,1567,270,280,280,1,0.8,0.8,3.4,2.7,2.7,7.9,2.4,2.7
310031283,17,33,32,485,643,636,1306,1258,1262,1603,1517,1517,300,300,300,1.1,0.8,0.8,3.9,2.6,2.6,13.1,2.3,3
310031284,21,36,35,487,590,586,1125,1211,1208,1300,1365,1363,300,290,290,1,0.8,0.8,3.2,2.5,2.6,8.4,3.7,4
310031285,18,32,32,547,735,728,1316,1561,1542,1600,1545,1551,280,300,300,1,0.8,0.8,3.4,2.8,2.8,6.7,2.4,2.7
310031286,19,39,38,374,572,554,1117,1193,1188,1553,1517,1517,258,260,260,1,0.8,0.8,2.8,2.3,2.4,11.3,2.8,3.3
310031287,20,38,37,446,589,582,1098,1115,1114,1465,1365,1380,278,270,275,1.1,0.8,0.8,3.2,2.3,2.4,10.8,3.2,3.7
310031288,21,37,37,702,755,753,1781,1951,1944,1700,1938,1911,380,320,330,1,0.8,0.8,3.4,3,3,0,2.3,2.3
310031289,18,38,38,687,812,810,2125,2061,2063,1647,2000,2000,340,400,400,1,0.8,0.8,3.9,3.1,3.1,8.5,1.2,1.4
310031290,26,39,39,817,864,864,2374,2088,2094,2167,1909,1928,390,360,360,0.9,0.8,0.8,3.7,2.9,2.9,0,1,1
310031291,16,33,32,453,540,532,987,1055,1048,1394,1300,1300,260,270,270,1,0.8,0.8,3.4,2.6,2.6,8.4,3.6,4.1
310031292,21,41,40,462,579,573,1307,1092,1103,1430,1311,1323,273,265,270,1.1,0.8,0.8,3.3,2.3,2.4,13,2.5,3.2
310031293,20,34,33,491,671,665,1437,1387,1390,1603,1517,1517,308,300,300,1,0.8,0.8,3.7,2.7,2.8,6.7,2.3,2.5
310031294,17,31,30,725,879,875,1981,1910,1914,1983,1820,1837,325,355,355,1,0.8,0.8,3.4,2.9,2.9,10,1,1.4
310031295,18,40,38,362,437,430,772,948,932,1200,1300,1300,230,255,250,1,0.8,0.8,3.2,2.6,2.7,13.9,6.2,7.1
310041296,19,31,30,509,851,844,2029,2016,2016,2000,2009,2008,333,370,370,1,0.8,0.8,3.6,3.1,3.1,7.6,2.3,2.5
310041297,21,36,36,462,644,635,1451,1426,1427,1605,1600,1600,280,300,300,1,0.8,0.8,3.5,2.8,2.8,8.7,3.2,3.5
310041298,0,0,24,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,18,32,31,469,661,656,1548,1369,1377,1686,1585,1597,310,330,330,1,0.8,0.8,3.7,2.9,2.9,9.4,4.3,4.6
310041300,18,31,30,405,568,554,986,1203,1189,1500,1450,1450,295,305,300,1,0.9,0.9,3.6,3,3,14.8,7,7.6
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,19,27,27,602,650,648,1272,1371,1365,1500,1517,1517,330,335,335,0.9,0.9,0.9,3.4,3.2,3.2,7.6,5.9,6
310041303,17,31,30,575,806,801,1656,1897,1892,2167,1816,1842,370,365,365,1,0.8,0.8,3.7,3.2,3.2,7.1,2.5,2.7
310041304,19,29,29,703,895,892,1795,1933,1929,2138,1984,1991,380,390,390,0.9,0.8,0.8,3.4,3,3.1,5.5,1.3,1.5
311011305,19,43,42,454,528,524,1051,1090,1088,1733,1517,1550,295,288,288,1,0.8,0.8,3.4,2.5,2.6,8.5,2.1,2.5
311021306,21,38,37,456,537,531,1091,1006,1012,1355,1500,1500,298,280,285,1.1,0.8,0.9,3.3,2.4,2.4,11.2,4.5,4.9
311021307,20,38,37,459,506,503,1039,952,956,1540,1310,1336,310,310,310,1.1,0.8,0.8,3.4,2.4,2.5,13,3.5,4
311021308,21,32,31,561,697,694,1385,1452,1448,1517,1603,1603,350,360,360,1,0.8,0.8,3.3,2.8,2.8,8.8,2.9,3.1
311021309,18,38,38,466,639,636,1452,1303,1310,1690,1690,1690,330,335,333,1,0.8,0.8,3.5,2.6,2.6,8.1,2.4,2.6
311021310,19,36,35,543,750,747,1821,1844,1843,1931,1950,1950,400,400,400,0.9,0.8,0.8,3.3,3,3,0,1.4,1.4
311031311,21,39,38,485,550,548,1385,1167,1174,1509,1600,1597,340,345,345,1,0.8,0.8,3.5,2.7,2.7,8.7,3.1,3.4
311031312,20,32,32,504,634,628,1328,1361,1360,1560,1550,1550,350,345,345,0.9,0.8,0.9,3.3,2.9,2.9,10.1,5.4,5.6
311031313,22,36,35,604,686,685,1687,1602,1606,2227,1800,1842,400,385,385,0.9,0.8,0.8,3.4,2.9,3,6.5,2.9,3
311031314,16,29,28,591,610,609,1403,1351,1356,1517,1517,1517,340,340,340,1,0.9,0.9,3.8,3.2,3.2,11.5,6.5,6.8
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,19,34,34,565,710,708,1663,1584,1589,1781,1669,1690,352,350,350,0.9,0.8,0.8,3.7,2.9,3,6.9,3.6,3.7
311031317,17,28,28,497,582,579,1304,1324,1322,1500,1534,1524,345,345,345,1,0.9,0.9,3.6,3.3,3.3,10.8,7.4,7.6
311031318,21,41,40,553,689,686,2125,1937,1943,2167,1950,1950,418,425,425,0.9,0.8,0.8,3.6,3.3,3.3,0,3.2,3.3
